branch:7
Actual Rect:24957
RectGen:180ms
TreeGen:236ms
AddPoint:108msPoint:1000
TreeQry:0ms
Skyline:267
1 1 1 1 1 1 0 
0 0 1 0 1 0 0 1 1 1 1 0 0 0 1 1 1 1 0 1 0 1 0 1 1 1 1 1 0 0 0 0 1 0 
1 1 1 1 1 0 1 0 1 0 0 1 0 0 0 0 0 0 1 0 0 0 1 0 0 1 1 1 1 0 1 0 0 1 1 0 1 0 0 0 0 1 0 1 0 1 1 0 0 1 1 1 0 0 0 1 0 1 1 1 1 1 0 1 0 1 1 1 0 0 1 0 0 1 1 1 0 1 1 1 1 1 0 1 1 1 1 1 1 0 1 0 0 1 
0 1 0 0 1 1 1 0 0 0 0 1 0 0 1 0 1 1 1 0 0 1 1 0 0 0 0 0 0 1 0 1 0 1 0 1 0 0 0 1 0 1 0 1 0 0 0 0 0 1 1 1 0 0 0 0 0 1 0 0 0 1 1 1 0 0 1 1 1 0 1 1 1 0 1 1 1 1 1 1 1 1 1 1 0 0 1 1 0 0 1 0 0 0 1 1 0 1 0 0 0 0 1 0 0 0 0 1 0 1 0 0 0 0 1 0 0 0 0 0 1 1 0 0 0 1 0 0 0 1 0 0 0 1 1 0 1 0 1 0 1 0 1 0 0 0 1 0 1 0 0 1 0 0 0 0 0 1 0 0 0 0 1 1 0 0 1 0 0 0 0 1 1 0 0 1 1 1 0 1 0 0 0 0 0 1 0 0 0 0 0 1 0 0 1 0 1 1 1 1 1 0 0 1 1 1 1 0 1 1 0 1 1 0 1 1 1 0 1 0 1 1 0 0 1 0 0 0 1 1 0 0 1 1 0 0 1 0 1 0 0 1 0 
0 0 1 1 0 0 0 0 0 0 0 0 1 1 0 0 0 0 1 0 0 0 0 1 0 0 0 0 0 0 1 1 1 0 0 0 0 0 0 1 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 1 0 0 1 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 1 0 1 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 1 0 0 1 1 0 1 1 0 1 1 1 1 0 1 0 0 1 1 1 0 1 0 1 1 0 0 1 1 1 1 0 0 1 1 1 0 1 1 1 0 1 1 1 1 1 0 1 1 1 1 1 1 1 1 1 1 1 0 0 0 1 0 1 1 1 1 0 1 1 1 0 1 1 1 1 1 1 1 0 0 1 0 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 0 0 0 0 0 0 0 1 1 1 1 0 0 0 0 0 0 1 0 1 0 0 1 0 0 0 0 0 0 0 1 1 0 1 0 0 0 0 0 0 1 0 1 0 0 1 1 1 0 0 1 1 0 0 1 0 0 0 1 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 1 1 0 0 1 1 1 0 1 0 0 1 0 0 1 0 0 1 0 0 0 0 0 0 1 0 0 1 0 1 0 1 0 0 0 0 1 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 1 0 0 1 0 1 0 0 0 1 0 0 0 0 0 0 0 1 1 0 0 1 0 0 1 1 1 0 0 0 0 1 1 1 0 1 0 0 1 1 0 1 0 0 0 1 1 1 0 0 0 1 0 0 1 1 0 1 0 0 0 0 0 0 0 0 0 0 0 1 0 1 0 0 0 0 0 0 0 0 0 1 0 1 0 0 0 1 0 0 0 0 0 0 1 1 0 0 0 0 0 0 1 0 0 1 1 0 0 0 1 1 0 1 1 0 1 0 0 0 0 0 0 0 0 0 1 0 1 0 0 0 0 1 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 1 0 0 0 1 1 0 0 0 0 0 1 0 0 0 1 1 0 0 1 1 1 1 1 0 0 0 0 0 1 1 1 0 0 1 0 0 1 0 0 0 0 0 0 0 0 0 0 1 0 0 0 1 0 0 0 0 1 
0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 0 1 0 1 1 1 0 1 1 1 0 1 1 1 0 1 1 1 0 1 1 1 0 1 1 1 1 0 1 1 1 1 1 0 1 0 0 1 1 1 1 0 1 0 0 0 1 0 0 1 1 0 0 1 1 0 1 1 0 0 0 1 0 0 0 1 0 0 0 0 0 0 0 0 0 1 1 1 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 0 0 0 0 0 0 1 1 0 0 1 0 0 0 0 1 0 1 1 0 1 1 1 1 0 1 1 1 0 1 1 1 1 1 1 1 1 1 1 0 1 1 1 1 1 0 1 0 0 1 1 0 1 0 1 1 1 0 1 1 1 0 0 1 1 1 1 1 1 1 1 0 0 1 1 0 1 1 1 1 1 1 1 1 1 1 1 0 1 1 1 1 0 1 1 1 0 1 1 1 0 0 1 1 0 0 1 1 1 0 0 0 0 0 0 1 0 0 0 0 0 0 1 1 1 0 0 0 0 0 0 1 1 1 1 1 1 0 0 1 0 0 1 0 1 1 0 0 1 1 1 0 1 1 1 0 1 1 0 0 1 1 1 1 0 1 1 1 0 0 1 1 0 1 1 1 0 0 0 0 0 1 1 1 0 1 1 1 0 1 1 1 1 1 1 1 1 1 0 0 0 0 1 1 0 0 1 0 0 1 1 1 0 1 0 1 0 1 0 1 1 0 1 0 1 0 1 0 1 0 0 0 1 0 0 1 0 1 1 1 1 1 1 1 1 1 1 1 1 1 0 0 1 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 1 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 1 0 1 0 1 0 0 1 0 0 1 1 0 1 0 0 1 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 1 0 1 0 1 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 1 0 1 0 0 1 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 1 0 0 0 1 1 1 0 0 1 1 0 0 0 0 0 0 1 0 0 0 1 0 0 0 0 0 0 0 1 1 0 0 0 0 1 0 0 0 0 0 0 0 0 0 1 0 0 0 1 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 1 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 1 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 1 1 0 0 0 1 0 0 0 0 1 1 0 0 0 0 1 0 1 
7431	4929	4005	6423	6291	2559	
7599	5052	5663	3998	5848	3562	
5959	4950	3538	2832	6826	4993	
5651	4311	1963	5621	4643	4063	
5784	4106	3010	5399	3045	4473	
4066	3807	3483	3251	6322	2375	
4433	3749	4049	3454	3815	2489	
4429	3599	4640	2398	3770	3260	
4626	1740	3918	5157	1470	3325	
3556	3425	2525	3264	4287	3137	
3155	2850	4382	2810	3326	3413	
5151	5423	2617	5071	4128	2284	
4224	3325	3705	3565	3356	5092	
3516	3809	3741	2411	4680	3442	
3829	4195	1708	5315	2900	4855	
5507	2413	2808	3628	4871	2363	
4497	3550	3332	3466	5909	3164	
3902	3324	3469	3935	3005	3973	
4574	2984	3625	3630	3582	3525	
4050	2982	4385	2274	3917	3449	
4961	2723	4111	4271	3769	2960	
4241	2764	4933	2202	3096	4573	
5048	4338	3788	4269	2971	3556	
3774	3423	4812	3711	2907	3571	
4717	4195	3082	3966	4099	2648	
3934	2488	3449	3500	3021	2269	
4156	2650	4477	2212	3142	2383	
3287	2867	2915	2937	3972	3578	
3361	2872	3821	3596	2769	4029	
3900	2295	3669	2973	3278	1638	
3348	5746	3363	1939	5528	3355	
3308	3970	2954	2991	4031	3741	
3418	4508	3497	4446	2865	5004	
3286	5545	3868	2857	4873	3298	
3567	4743	4344	5761	2737	5763	
4620	5658	2938	4492	5362	2756	
3043	4082	5628	2838	4558	3286	
3900	4466	3555	3231	3053	4939	
3319	4843	4202	3127	5788	2934	
4429	4778	5596	2563	4660	3459	
4331	4792	3928	4902	5157	2883	
4298	4777	3346	4721	5204	3320	
3752	5002	3035	6215	4338	4274	
1969	5110	4790	2367	4323	5206	
3906	5395	3085	6744	2919	5622	
2640	4196	6202	1837	3515	5805	
3733	4414	4962	2369	6500	5593	
3545	4909	4993	3493	4636	4598	
4081	5242	6005	3884	3959	6425	
3032	5015	3860	3676	4360	6256	
3349	4888	4833	4005	3861	4667	
1427	5736	6604	1738	4460	6661	
3338	4976	6165	2830	7158	5985	
3622	4478	4225	3033	3059	3919	
3814	2712	2439	3356	2714	2713	
3116	3372	2792	2828	4075	2584	
3451	3703	3215	3231	3145	3560	
3616	3322	1433	4525	3031	3456	
4277	3344	2247	4040	3757	3190	
3625	3454	3328	3730	2541	3384	
3174	4788	5365	3473	3044	6263	
3020	3026	3241	2256	3680	3108	
4451	1642	4281	2723	3054	2223	
3780	4914	1992	3903	5335	2907	
3775	2698	1332	3895	3708	2989	
3617	4069	2344	3219	4799	3920	
4097	4468	4037	2928	3274	2968	
4132	2549	4029	2795	4845	3420	
4461	3441	2959	4093	3400	1990	
4034	4107	3658	5314	2917	3509	
3848	2984	5564	3757	3181	4933	
4503	4293	5386	2172	6618	2586	
4424	4995	2558	6487	3629	4810	
5095	2838	3335	3359	3628	3582	
4134	4066	3458	2940	4167	2634	
4434	2164	5112	3061	2962	3477	
4445	4004	2669	3389	3991	2899	
4387	4609	2537	5019	3053	3694	
4612	5490	3017	6582	2490	5407	
4095	4537	2624	3101	4766	2551	
3953	3080	4019	2867	3757	3247	
4753	3084	2787	3495	4798	2793	
5149	2380	5075	2077	4968	3273	
5295	3772	2790	4299	3466	2144	
6022	5934	4046	1692	3381	3619	
4876	3385	4771	4056	3574	2483	
4890	4584	6253	4086	2979	6973	
5698	4403	3910	5500	2689	4497	
4772	3382	4129	2992	4858	3215	
4712	3739	4286	5562	2179	5027	
4838	3299	4374	3268	3305	1998	
5152	4825	2622	4335	4325	4810	
4854	2993	5977	3851	2806	5865	
4974	1828	4939	2734	4857	2722	
5549	5351	3054	3467	3752	3349	
5054	5328	3992	3288	3585	3835	
1895	6083	2281	3541	3702	3589	
1705	3918	2982	2220	2395	3993	
4208	3170	1037	4246	3546	2237	
3882	3629	310	3158	3731	3554	
4051	2521	4463	4188	908	4761	
4134	1770	4233	2314	2895	4208	
3280	3076	834	3385	1971	2703	
1967	2780	850	3200	1396	2474	
1588	2773	1313	1893	1871	1637	
1896	2718	2704	3228	1781	2017	
1553	1665	2228	1112	2263	2076	
3322	1890	3013	2728	3171	1484	
3533	2507	2780	3219	2907	1585	
3726	4365	2836	3394	3021	3909	
3883	4109	4814	2686	4582	2802	
3880	4633	3766	4124	3101	3615	
4063	4347	3731	3277	3980	3550	
1681	2365	2359	1753	2804	2165	
2876	3841	1921	3276	1817	2613	
2992	2591	3031	2600	2388	2119	
2106	3409	3370	2382	2876	3226	
2575	3188	4044	2261	3658	3338	
3178	3498	3712	2796	3348	3971	
3867	1233	4697	2056	1931	3171	
3756	3726	2357	3380	3114	3147	
4549	3170	4962	4820	2814	7053	
5100	4993	2713	4031	3175	3540	
5435	2752	5100	2036	5068	2916	
5122	4355	5242	5934	2048	4812	
2860	4590	5538	2562	4367	5749	
2286	4807	4392	3849	4093	5011	
3889	4936	4250	3402	7091	2448	
3651	3620	3930	2860	3820	3771	
4404	3439	3027	5306	2927	4501	
4228	2635	3421	3702	3704	2821	
3880	3166	4924	4202	2837	5829	
3619	3745	4653	3184	3707	2738	
4740	3548	3218	4516	3039	4387	
3587	4971	2692	4433	4766	6034	
4087	4241	4294	4831	2961	7994	
4043	2223	5418	2168	3069	3142	
4102	1536	2896	4351	2665	2669	
2452	2564	4355	2072	2697	2125	
2307	2291	2258	2710	1505	2583	
2900	3226	4041	2633	3590	1860	
2498	1704	2313	2240	2598	2527	
3182	2128	3421	1426	3104	2246	
2944	2550	3005	1901	2858	3080	
3418	2343	2731	2432	3933	2444	
3281	1624	2403	2888	2245	2486	
1123	5906	2850	5468	2149	5532	
1724	4016	3256	2624	1908	5178	
2490	1950	2216	1936	1988	2175	
4646	2789	3464	3177	2795	1557	
4666	4565	3675	2608	5517	1569	
2083	2546	3254	1648	2914	2512	
1600	4284	5059	2960	2882	4223	
3745	5112	3793	3855	4603	1247	
2100	1923	1399	2477	958	2208	
2188	2940	2424	2021	2973	1898	
2184	2327	1699	3788	3154	2393	
2120	2126	2551	2066	2027	1879	
3482	1902	3316	3650	2263	5303	
3266	2450	2729	3191	2312	3140	
3233	2451	3524	2798	2613	2615	
3802	2839	3458	3210	2175	3246	
3100	2292	3681	3083	2344	3595	
3633	5211	3341	5767	1687	5800	
3634	4591	2314	4389	5129	1722	
2681	2390	2451	3209	1660	2210	
2851	2474	2130	3576	1467	2849	
3263	3461	4819	1920	2886	2928	
2956	2552	2765	2727	3321	2104	
3131	4924	2083	3887	2800	4481	
4027	2824	2292	1706	3284	2545	
3995	3530	5209	1385	3532	4887	
3327	2094	1566	2895	2919	3715	
2503	4942	4136	4734	2606	5687	
1943	5170	2158	4012	3072	4226	
2443	4035	4284	2732	2959	4728	
2536	5247	3391	3318	4583	3467	
2696	4816	2291	4276	2282	4983	
3004	5433	4027	2601	4267	5354	
2841	5351	2872	2919	4334	4160	
1971	5477	5564	3455	3310	3836	
2707	4566	3112	3042	4026	3153	
2262	3926	2296	3233	3866	3751	
2594	4001	3340	2732	3464	3520	
2023	3723	3185	2775	2752	4225	
2090	3192	3281	2535	2456	3327	
2247	3742	2255	2482	3586	4475	
2234	4728	3431	2820	3866	3263	
3607	4437	5069	4522	2780	4396	
3683	6391	3842	5645	2806	5080	
3379	4446	2361	2864	2945	3766	
3805	2763	1470	4432	2791	2546	
3439	2263	2411	3052	2781	2199	
2990	3783	3783	2325	2949	6421	
3530	1352	3484	2691	2003	2614	
3264	3880	3483	3742	1664	3734	
3393	2475	3640	3594	2735	2306	
3266	4087	6589	1678	6383	3612	
3526	1979	3397	2526	3161	3323	
3307	1604	3615	2520	3120	2401	
3348	2320	2904	4156	2330	3336	
3403	3977	3171	3010	2986	3308	
4526	2796	4042	2229	3289	2024	
