7;1;9
+0,0;20000,20000
=0,0;6385,20000;312,12182,16386,12772,7242,7608,14822;0
=0,0;20000,20000;1040,3578,976,16900,12510,7532,12606;0
=0,0;20000,20000;10106,10000,9344,5038,19412,13576,4300;0
=0,0;20000,20000;15858,8932,6556,15706,13532,18130,5582;0
=0,0;20000,20000;11812,6270,10952,18936,15874,13810,5522;1
+0,0;20000,20000
=0,0;8581,20000;4704,18892,18816,16516,5164,9768,15454;0
=0,0;20000,20000;14932,9412,4232,19260,5290,5316,14514;0
=0,0;20000,20000;12458,15058,11220,2048,2864,2390,14522;0
=0,0;20000,20000;19846,4598,11574,9876,6780,14052,10802;0
=0,0;20000,20000;7122,9602,2856,6586,19984,15122,1032;0
=8581,16975;20000,20000;4704,18892,18816,16516,5164,9768,15454;0
=6385,0;20000,13620;312,12182,16386,12772,7242,7608,14822;1
