7;1;11
+0,0;20000,20000
=9794,8373;11753,20000;12976,10012,12746,12250,11844,9628,11892;0
=11753,0;20000,20000;12976,10012,12746,12250,11844,9628,11892;0
=8507,0;20000,20000;9250,12886,10796,9514,10534,6678,13020;0
=7158,0;20000,20000;7704,10020,10464,5494,11900,11628,12048;0
=0,0;20000,20000;7764,6142,6772,8354,6804,5462,7382;0
=0,0;20000,20000;5472,7164,6692,4542,5238,7552,6244;1
+0,8387;11272,20000
=0,9412;9313,11800;12014,10714,13142,12024,11274,12678,14020;0
=10632,8724;11272,20000;12014,10714,13142,12024,11274,12678,14020;0
=8026,8387;10555,20000;10580,10040,11998,11392,7834,13044,8062;0
=0,9762;10290,20000;13968,11414,10364,12300,11346,9902,10744;0
=7931,9514;8507,20000;9250,12886,10796,9514,10534,6678,13020;0
=9313,8724;10632,11800;12014,10714,13142,12024,11274,12678,14020;0
=0,10498;7931,20000;9250,12886,10796,9514,10534,6678,13020;0
=0,8602;8026,20000;10580,10040,11998,11392,7834,13044,8062;0
=0,9065;7158,20000;7704,10020,10464,5494,11900,11628,12048;0
=0,9061;9794,20000;12976,10012,12746,12250,11844,9628,11892;1
+0,0;20000,20000
=12249,0;20000,20000;13968,11414,10364,12300,11346,9902,10744;0
=0,0;20000,20000;6612,8110,8976,4444,9348,5832,8262;0
=0,0;20000,20000;10530,6734,5104,6520,6968,8842,4166;0
=11272,0;20000,20000;12014,10714,13142,12024,11274,12678,14020;0
=10555,0;20000,20000;10580,10040,11998,11392,7834,13044,8062;0
=10290,9074;12249,20000;13968,11414,10364,12300,11346,9902,10744;1
