5;1;11
+1741587265,411428769;1033709938,492968785
=448761373,1752002088;559344666,1155502773;629817424,250224621,1270682486,1192487744,1081333515;0
=1477914577,150223456;1960778935,1001736498;80529213,208984811,2093084680,245846963,506266676;0
=983053323,829447923;1722852127,667394651;1526444220,1598648583,2049671576,990745391,1004193682;0
=1211910189,896249315;714357862,1585351837;1388735124,1767317578,120799297,978159417,1009022362;0
=1360902246,1835353289;399270839,207150031;1694070531,2044334397,1225506231,1758745800,1367000821;0
=1190316538,72116146;519922253,517478857;169824412,785190059,757751046,1371106896,1385062776;0
=1812747895,1168502853;361282907,2036104055;951502932,1371699973,1159891881,670320037,298905519;0
=301608492,1822587794;575261615,139368203;1276069623,488152964,266987479,1302109285,378184769;1
+658312212,1288817123;1345400654,923813735
=1390672136,787833210;1813129844,551487319;1864629870,1034825335,891471529,1625860785,1371233975;0
=1440548482,1338087998;1606255784,1652231163;1987678428,118916491,1321472605,548852964,1902840210;0
=1011848274,2051076786;444379082,213039295;477633603,1383685322,1261882309,830487389,1984760681;0
=482894561,152702710;592778793,2114329727;555069748,1384028868,177695345,1326437571,1414095375;0
=1120034700,875414357;121980144,1744978561;1485437719,823847147,1358158612,481130567,1306468600;0
=675341418,636011623;832571567,1129961621;1677370102,841148552,735293415,1742789225,1669890245;1
+1244050109,874197845;2033021920,1150907644
=17928409,1911783314;1930611715,251688314;1733715651,2031352809,1935598369,2078032294,2127917145;0
=1797519860,14737093;1139304961,161833428;938520436,1410798470,1718418813,568676369,545811016;0
=821207898,288461711;1260446925,251063280;316326672,605364950,1355799091,280270374,886676023;0
=111173172,1414583911;1994191545,1631946272;1315042873,627909643,1221865345,874925180,1311490787;0
=1978528777,505772961;417521524,1712734167;463298131,240307745,959012025,125053472,2134791879;0
=1351056751,101431179;1670370666,1009289912;1855145697,212679846,909292221,1850953492,1541951040;0
=896754723,1510621726;1828722190,585879209;1893239207,1320204151,1451890982,919455397,1625660380;0
=68660872,2104652181;1739177952,1151822762;897727278,1695966701,525184035,459354638,1903243244;1
+43104361,2044099208;2134782053,277568942
=373334883,453971267;152087949,2018983816;1394606024,1727331713,883117578,1022567137,220211403;0
=1756205069,1876821751;379479641,819614046;1577517388,1490345565,1743882893,1954334440,1855560251;0
=1664903535,1059325674;722617566,2043136455;50159528,981357567,1588008485,1682340582,246957127;0
=229167189,1150766168;50164816,382510459;1778809773,1721375643,685927733,21726900,19937877;0
=763984428,1537983285;320400015,807144401;431644284,1309144145,1335595848,327701104,778876027;0
=1491240964,279294724;905173542,1776713358;733869265,1151383949,1146476785,701609149,1493168234;0
=1987345075,218760849;127578009,1020571203;1778345064,667589780,1183152388,120411421,735845401;0
=407016079,2070035486;1405689938,1858515085;734493998,1194571627,602468381,1383971314,965423258;0
=1688895360,1145784633;1149095302,1881361612;672725836,2089735444,1583786114,1679995391,1359031968;1
