5;1;12
+1362599002,637368449;1922793606,198411686
=674087172,456819759;250237329,796672519;514006227,427413605,1158893996,329205111,1792903339;0
=1122698692,1164490809;465128904,1412962372;1389939127,1025437470,2063044708,339671184,2111009010;0
=2141015181,1522045836;1748940265,2092217276;1499152194,1897688238,380642630,157070961,2055759511;0
=585555948,1393024054;602798289,36865282;1072125232,1252984872,1284701212,505557840,1890974086;0
=2041463052,974995172;1796527679,915918850;1527096865,1613412579,74401069,988678139,2145293227;0
=1481305923,1603679228;1999581619,1563762780;682271700,1478632137,930093454,86304731,1209481742;0
=1954845280,462726840;1313659779,177408636;1530600654,1786136556,1527960200,152414992,1838595332;1
+970683794,1750834901;1826817534,581192852
=807496147,845390193;1351035609,1084694910;1025737705,619757658,1446330137,618760618,434844866;0
=1199820974,1795836933;1092271837,888927279;2131107599,560260617,369521755,1390747134,1677345283;0
=517731669,1272330157;1323267270,84096942;1216411303,2125549008,1312251930,428443736,1002011356;0
=596527817,102884942;1469790951,1620863685;1720964723,941001590,673803547,1713678084,347705978;0
=858824969,1138937602;914827059,1447917314;169002706,23047730,696600747,985030916,2142782561;0
=1613043474,1383341405;1575589684,186716463;838598839,1594557525,283072234,1076899262,1309872061;0
=1101181210,2116598969;1605907441,2134838955;1095792227,1720050642,645741511,1699213105,1350777604;1
+1454351403,1255539060;991856906,2141274564
=271345776,2142707464;189672636,556817572;2088753318,877972497,620341180,107470465,453288956;0
=946898635,1577983280;1283752517,894122118;1638924491,638337623,1083656291,986225818,1304275330;0
=1329489728,1207060737;560358377,1432855678;186049642,2070577657,1656031451,1419294890,212679516;0
=94564966,1701296639;1507060392,1872717764;247262436,1936650235,2123403286,173808684,1329474723;0
=585792924,364572038;487586567,1968220528;927088552,73646862,1121095225,1400426769,861437762;0
=185595528,2103693805;730284040,1077154105;856743731,350925952,2056443816,380244593,339797889;0
=2123329996,1583177225;1050410345,1260239881;563309921,1727668182,259981960,1819892755,1245121552;0
=2096174282,268638050;1102780576,1545214124;1330758327,1396826782,637661804,1740491262,989184503;0
=1793926030,1700075262;1063225069,2039782045;1163402907,1084556439,1411319200,661017407,2056841389;0
=1906535576,831699116;59539286,1258117356;1589495397,95274718,875734463,1994256349,1637903787;1
+967064513,2041763501;406393257,1390463984
=848450627,323068685;892698325,1146309672;2013692395,191831256,162014496,1645681550,320878623;0
=1190704934,1022537643;486572629,818839274;1575622928,641845701,746000744,1592897669,857820337;0
=2053701042,306995402;2084806463,235558362;1841830012,782420900,260425942,879305439,614735212;0
=2044263892,18586239;92217522,1777566293;1750026536,1873945457,357016073,1371310441,1611122883;0
=480244148,1019847112;1529400928,1792820429;1125632435,724877446,1821034950,698957747,449630107;0
=438616018,572251850;1736841993,1164992151;1148908710,1544112672,645953591,1337264425,1663471159;0
=409725174,1237618987;898419151,1342796418;945424576,1892417310,1471329508,1003035516,1860474938;1
