5;1;10
+1609086255,1291069660;1600206376,1964909610
=1695570699,1681225051;1636545837,1318580973;1396720195,952887077,1447304150,1331323543,1996654193;0
=297264795,383753192;1665111962,824575282;1831884564,690693670,693295234,260520342,1264204663;0
=1236629188,369361356;1551529654,358193138;1466798061,1246889915,1300487549,161830542,256060882;0
=968834277,89827541;147909789,425506025;789793705,2078407169,1821789894,1506779458,666442437;0
=691898835,1458525910;115097,85748046;1462887656,1540509783,822090605,1332979268,357308475;0
=1478501297,1108870440;409261264,1403194961;700148336,824623487,336588226,681896354,1000737291;0
=410567456,1961691343;237412920,1180120382;968759342,1862251675,1455711681,2082521104,864086444;0
=353252046,455415081;949812051,550374518;1543015394,954435807,355262377,53115209,746889272;0
=1532160315,1522992101;1395162016,265538755;1505429457,1790438844,1433155454,1539504998,767831659;0
=580250762,1905400170;610492481,893296611;279013199,2093066977,242802767,993080051,349565580;1
+316716129,61151055;1454461673,1611843509
=64897584,1555570489;1339796850,1275276640;785884369,2140268884,643310212,918144796,1334004811;0
=250686962,1767161927;2012810314,500778498;1523151682,549160963,589920965,1083841176,1951459829;0
=1127265387,1401920537;807422829,1944373556;697038197,906802705,1341352273,559434041,1782142562;0
=1388000743,1705209821;1546897668,664840582;1661572072,1739391764,1163085345,218531909,30324131;0
=1616871166,870524793;1652026115,264346634;78268487,726151459,891119792,1587391705,1764887854;0
=200063285,169292053;18764891,489247527;2084159892,1819585435,672950358,1581179151,501938019;1
+438282750,754615926;1773733613,249651514
=89011378,372651672;735491379,260679073;774569722,1170883885,851196176,906703342,808015364;0
=1723180184,1950819273;837290557,1681644780;702173606,631271614,1444604119,1027116022,176455830;0
=655319137,2108524781;1605307797,110538397;111847918,1998590217,182153089,108167800,1199270103;0
=668941419,36711239;1065805194,459006669;246617290,1559224068,534456479,210512010,1433668909;0
=448932,1931514929;1816218030,1898435632;115838823,1098590469,439913355,687241995,1026822922;0
=1254089143,155787490;1927520500,1126991522;704286825,2096069880,1878573797,1179196388,1409031312;1
