5;1;12
+3131239161,2235987918;3733518724,2634898697
=1992789444,615972910;1888181562,1099930939;2276422713,1760642537,2239987131,3017836108,2866884669;0
=2967819898,2618089776;3535365489,3437633729;3163402998,1986678973,1163206889,1045716671,652456658;0
=3325190679,70361249;2689541466,2979314627;1127900303,2149025540,2551207158,1669453660,2278674279;0
=2969251393,3039891521;2647588451,2335503214;1713234416,2080513016,1655446963,2033612677,2194576692;0
=2070752517,2112812942;2439118393,2448811973;2993679447,1282477314,2270512542,2227571377,3064734494;0
=2876322419,1092387126;642346582,1806080337;1373485567,1163865940,538363925,2645188043,2346830721;1
+1737940306,3158121955;563898072,3477168149
=2376309994,3658519700;2630632175,2305861033;766370466,1282231802,4196112722,2314472452,965044734;0
=2550666114,2708695847;1763882583,3261124919;3211037272,108291297,1623614092,603086969,1260966717;0
=982603093,2731039916;3317225540,2330077127;1010726638,650839140,1652136303,1826350847,1726633710;0
=2436965104,3687928417;1973118333,3594699259;2701410400,2895303470,1836771487,1461203132,1938988994;0
=1446490921,1188942303;1487899160,903703391;3805878820,3484862309,2887814478,2497018032,2220752587;0
=4213447708,2107371345;3227085610,3263034982;1482613064,3923665579,3998292245,1924997765,1170103728;0
=1047309217,3177084495;3662372555,3255625715;2003620359,3156628935,2558785066,2231296486,2278440700;0
=3467979790,3215202050;2251806259,3575993465;1771401147,1335920223,2902685770,1570270503,1324083666;0
=2663641611,1170062479;1408099810,3992400876;1921787196,2132451997,2500668969,1538209103,2002129901;0
=2497835074,1409385282;1961323618,2165184667;2656384083,1310116322,1839230262,789529642,2284643417;1
+3803235142,3193414342;3185854415,1716821856
=3015039863,2860066849;2128387505,830272009;3540955931,2513540843,2164988574,2260773428,2108587929;0
=1842345503,3407925103;1449792039,2655835896;1935357649,2656225581,1938462392,2617314169,1751160598;0
=3156450861,3071455978;1267763821,1079329828;3650210810,1512932075,3379169775,3994136332,2388239052;0
=1830339917,2460126998;1484326031,737874972;2068420811,3184905694,2574300525,1682273505,3053266321;0
=2511594667,2427740314;2021121567,2168141478;2882984042,2809241668,1995290036,1394611299,1837679883;0
=789049673,1125433609;2111809469,2219695941;2008401816,2503892604,2791534040,1357328669,2433288586;1
