5;1;11
+1917355388,498498485;1514251505,1407483245
=1981667876,1465292519;179779910,1166885060;27501034,1491084777,152834669,716496687,501192299;0
=2009143286,302851586;1629204690,218622061;697677782,553223154,468050341,1666588434,195406262;0
=759747820,1641104191;1143314016,1460388807;1122265910,306339150,717582751,1413295398,155935584;0
=1224912349,1322381865;1466296025,1672691149;1482335335,1805250298,1096245394,1256967724,1610949492;0
=1244646772,249197923;1838406883,38046679;1509627467,427302637,290587528,739860946,498571785;0
=1905044572,470866575;268744617,1746099573;717593928,2138337303,351482689,1886041423,866541305;0
=1259652955,1665057405;1929386393,941935710;1801229512,2126162739,1764060852,1513544416,1024870553;1
+2019749417,1778740829;1974904386,1828431257
=1367125993,180142283;92371041,2047366925;1853828460,762067560,1136373234,208943359,1879693306;0
=60838207,502100152;1643786718,450575883;52912136,1063189233,473636342,513267596,1406890089;0
=505025250,1691163070;1683023562,1748784281;2129986210,1358092589,1716226087,764221332,891623838;0
=1134439527,1584931383;89779209,1222779609;367625165,1149153812,26509446,248053324,3905058;0
=254784075,2052670076;73022417,642533181;725439292,1166625770,704047565,427040788,1673481191;0
=900473936,819452884;1775838461,263350850;1406157905,52207170,585968355,1243217626,944287723;0
=1221105461,765009917;1052641426,328790379;491979046,902685309,1865768704,2123734449,2064209007;1
+1431153276,1284888555;1106865141,1026222857
=1769611675,6103074;1097236812,2101718918;1105338417,1800686636,1709991072,2097832025,47027647;0
=415486945,1494760773;1334241753,132818679;1140721310,1982027013,901665873,1976097075,2043703499;0
=589166014,1864480825;871721032,1333691438;361214631,1359003619,952843351,610347458,704561904;0
=402846354,2053070405;591387135,710936019;465693216,1141773068,1268613093,1077364711,740673768;0
=1043031879,994874334;188616577,1504539399;677093504,94828480,2142364903,1083542394,1811002665;0
=531292686,904485219;13124614,835229017;742460908,1461547144,292666445,987007276,8394237;0
=446517402,1410846744;1518691833,1120245217;1428013252,272232862,1904955203,11176197,1417599426;0
=706143123,950931953;1752247744,1550646714;2110097972,974821402,1926584640,1445077067,1267222503;1
