4;1;11
+2048756944,1958830199;598632189,19971223
=1600578601,1142981827;1475583372,795409362;736344835,271774921,807349860,1662169788;0
=779181584,1497979873;705609062,1872377410;1779340886,1532264722,325356199,1912286355;0
=1515479161,1446740910;140961369,2059860303;1150158499,737186558,1745870878,1706268524;0
=521758793,777214527;2022290336,1198045683;359940351,1539917843,143466120,1935005357;0
=816435473,1200439055;630023187,1842385730;193899924,1563998914,902345953,1013317203;0
=1369422952,972562700;2056845385,1181252703;1515422254,2016954247,1856866114,1563682238;0
=732939968,1604811501;1827724032,762258124;1641069376,1840240445,1697289306,1532124824;0
=1032399568,1589216996;1587302874,1199778220;670433047,1546883401,1675987291,518621658;0
=1911995091,1461511427;1078156669,39585056;1234175517,1856065416,27074934,308191871;0
=977913994,1444373480;2090950416,1862103218;1633923006,610587980,856395105,1325756699;0
=1417057009,1773450192;1320472281,1463866988;815394247,1044795796,1570588043,607336797;1
+803034012,117099935;150263390,757621901
=109510118,1174384815;1164537925,1030310052;1006681060,1104530161,1403803331,439978835;0
=815864864,1071697346;1521848290,166282132;1631095737,36740160,1459109106,1448799028;0
=2103157654,1472608956;1845236904,1532607957;1171944496,641163474,404966964,234440251;0
=1535790845,261123732;300541977,1460696673;1134520608,344628663,574733095,2105932150;0
=310169034,29737784;1479165407,1433673345;1848297125,76528200,1344874887,1453077946;0
=1241262856,2134548998;867093025,374589567;1099535738,2119744364,430466092,674555624;1
+833983444,2000311979;746025736,810379512
=1959387348,1769165465;1607393795,1077045900;831095292,1354344890,1880759151,1860154261;0
=815911216,1639386031;1268933191,1001565292;107218778,1715459318,1018928576,1925748193;0
=1776592411,23230211;142600211,764174915;589524061,1197711183,823735337,195750655;0
=1061969473,1287342426;808967314,1717805148;1794403,59039038,75997782,1319466605;0
=1508213708,1166094673;616497475,668908502;1554509483,1650127101,671944860,608935099;0
=1233827445,1573844214;1687233288,1289362440;382634726,565786267,1154900345,1962957175;0
=817519317,1460727832;1195407112,1769248083;1952874988,1644825281,1094695879,882716676;1
