6;1;11
+1431556867,662505152;1448108009,338549321
=1631896885,1670954978;1200464215,667170433;1234948335,1039222774,293235790,1824301246,2011481454,56405260;0
=1001906904,619256882;239970069,1735164506;1081783063,333421795,1474602474,387325941,1505959610,771286342;0
=705640150,1287015672;509204796,1137673641;276667569,968518696,707005556,1130846526,792759491,300457601;0
=926057900,1572266978;591093670,773648898;645831402,478243502,1692286981,1874214073,1107873592,2090311734;0
=1971219603,1733627811;203529776,1674031009;103414399,713271458,1270945911,1045510984,684765050,386516144;0
=1141552426,839355108;1571982898,330585552;701271424,691010467,673433036,2135812929,1011926661,815576906;1
+1653494814,1806494212;588674812,815811287
=253181878,225243508;1557407069,309560056;1899633297,435590734,1001171115,1738246554,642664853,2075457235;0
=1987178857,854979743;2876402,2041351351;1723101170,751017407,1358671910,1477748742,1661614323,830057466;0
=415839117,1934482642;1089418317,268313125;606380219,1817177870,1842704537,627936497,1779163013,1932131275;0
=2116030474,780278299;772880176,1532630291;1583801479,141533030,1521829442,485391730,1640756678,911624414;0
=1202841648,1028127261;1488925231,348959027;634745781,1565012064,257616795,1303578918,924717102,1503667330;0
=1346102040,1025933226;839200602,2106236381;761784537,1440224556,1408472724,1720897763,777068285,780211146;1
