55,32,1
97,8,76
29,88,87
3,4,22
116,11,26
124,109,72
122,102,21
74,60,73
4,57,37
93,48,42
103,103,67
105,72,74
75,101,43
59,105,47
88,93,56
122,89,42
86,84,22
114,30,69
80,34,14
0,0,52
54,104,32
13,82,89
109,29,69
37,89,51
98,50,25
42,45,95
96,4,61
124,118,84
85,71,11
103,72,12
42,127,94
84,12,58
71,122,81
32,31,51
99,1,91
3,43,26
125,12,29
75,8,22
56,93,78
71,69,34
87,112,34
80,69,44
27,13,39
4,46,64
70,17,65
59,20,99
93,18,9
3,94,15
32,22,89
4,94,43
49,53,31
92,6,85
21,33,96
71,37,32
25,108,46
109,39,62
109,4,76
121,8,50
13,40,67
127,45,41
55,94,83
96,59,88
77,80,14
73,24,44
114,50,28
45,31,59
125,13,63
95,6,69
32,19,1
119,18,36
44,74,10
23,42,56
8,120,19
27,65,38
84,52,77
121,97,2
69,95,12
22,62,17
111,95,32
113,86,47
32,2,5
45,26,38
117,35,32
14,62,83
63,19,24
34,12,0
37,82,75
54,105,24
76,89,98
118,75,66
51,107,68
58,25,88
108,14,16
21,29,65
1,93,80
32,127,90
33,37,55
1,91,37
32,40,7
30,30,66
115,82,50
74,13,69
60,121,81
81,15,4
36,16,77
12,48,77
0,82,6
71,83,78
119,116,9
1,18,33
86,6,98
23,80,8
112,13,3
89,94,15
94,2,28
65,15,66
36,15,30
44,86,95
16,78,86
28,80,0
71,38,5
69,61,68
80,46,78
84,7,52
104,102,54
12,40,66
97,76,78
7,121,46
1,10,7
112,38,69
113,110,0
120,52,48
80,4,84
53,89,90
120,66,70
62,78,2
19,47,62
119,55,57
50,57,65
60,41,95
22,26,81
22,19,22
84,99,26
64,24,96
52,17,48
15,79,9
18,99,46
98,90,90
43,13,35
126,74,67
121,96,88
97,118,3
127,74,81
32,11,0
28,64,14
90,80,76
102,98,53
34,69,24
22,112,35
67,111,93
25,104,68
10,74,61
15,73,20
119,106,29
120,7,80
11,97,42
109,71,20
50,106,74
81,0,62
127,68,49
119,93,30
79,104,89
30,120,46
56,111,29
94,104,35
68,115,11
123,96,67
21,18,50
116,100,51
67,99,4
2,91,77
41,43,59
27,73,53
