4;1;10
+1394023192,1915179638;865008655,1413315816
=702670174,1117290044;553096251,373390035;888296979,1559447231,1853137537,1003552972;0
=1667109488,487190849;636921812,1949131595;1549473314,1629968100,826054991,238960391;0
=2087174792,509253457;1444942705,1513092856;2044270418,1958865240,265723415,1580695935;0
=552280541,785039389;2039469675,309410227;1103776399,1766201805,46367367,548145538;0
=2142503925,1034667122;1802033167,436609268;555776918,1545548751,933721972,511111702;1
+1344539208,882688120;1145839925,2065980389
=1956443023,1145461131;1110603577,273023890;1129296891,1355910295,1257695077,1980717232;0
=1421760098,771031535;602612353,1712680006;556274992,1024308155,332428673,587080470;0
=1542500805,332695899;542903382,2093302620;1177392277,1197758334,248032631,562927931;0
=1934576367,1526562050;1320619556,1652607523;2016280366,634439145,1335926941,1314901298;0
=427007807,1628395661;441754789,1960191496;458839501,597162799,399759181,1525526208;1
+771661027,517416907;170843687,1281551801
=1951772708,2126142596;353277944,831024305;194996916,1552062082,1069955894,237141053;0
=1223119038,1919541625;412485699,664243955;1569214800,840265077,525295346,522085409;0
=201206001,1093373201;1968575933,633046742;203838994,1276024401,1222933258,21794588;0
=784240338,1862140643;1236710757,963201366;424316131,976556642,2030112313,853485910;0
=714822242,115256292;85385337,1214382050;162229953,885282331,497103406,682112533;0
=1296499422,1643589585;23441632,1504797209;994842016,1703490736,1896384750,1118315049;0
=67667690,1893108008;1832561847,1197139723;1213953115,418974184,2038316412,372248668;0
=2105543613,737840325;1498787038,1510375431;656284658,1520183389,987857334,2079319397;0
=1269594987,1966429736;1516454936,2004637128;2019908892,1168752540,1047747892,754150270;1
