6;1;12
+1481720261,1993249269;1683988664,131202827
=1872952544,715402657;1576925891,1492500463;1573746413,1792118801,150299206,694860006,1808428252,1580522501;0
=835649564,2035113703;1777472695,2007934256;1361297946,42222798,1460191877,846093357,1202503171,1784035869;0
=2030125518,1084891688;1157244802,1885301040;982225253,620058376,439912670,412572315,368550275,1149138460;0
=240297584,1821847203;258477688,1738318847;244332507,1597619651,1831038640,728116995,251493631,1889259821;0
=1841004055,387378162;575596423,309845143;904577862,169874548,107594490,1959109107,1124541712,785743206;0
=548011253,369757538;1077529890,1321632291;1019195527,468468964,1326255299,511336802,2104870357,1796381996;1
+2093498306,801215239;1713833176,2033110298
=1884072205,363063449;423351644,1336447962;615439479,1243597768,803451223,539730795,2136911315,1338364137;0
=741147852,173863052;1519124293,1456173013;1679785871,303360669,1886799334,1714211978,1344495609,804778430;0
=38663689,1731177291;1473324910,702273404;148487204,639219440,1930583696,623261666,1488614106,345925171;0
=918894473,1654623428;411757052,2033679883;1647275171,487157600,1669538960,1669686970,611957435,866164451;0
=734519680,55109060;1105549291,968662773;850086420,1314222665,1293465024,177823503,2147002822,1264730453;0
=1351244233,479088408;932904112,1755330681;163779911,2019174616,245529740,1878207059,860040648,1243749934;1
+1592475839,859317407;259847846,52668445
=1170952007,989959507;1010959339,812154722;1231440653,910981300,264903065,1328718089,1816231402,319879539;0
=1550435455,252995949;1532435206,243120681;1866556124,1871775331,1364639701,559622628,1460685617,311224868;0
=2133476843,2112191176;363396828,1055768023;361135682,136612248,1947472327,1413017641,1277906551,1537609421;0
=1186613294,1755296962;392133849,993457403;1963741119,150913707,615862214,1273579448,396083826,1109733548;0
=1738802161,740845043;307240330,1471840410;337226081,1391609966,306151669,1034481015,2126171229,1896470521;0
=859479615,1736191488;493256077,592872300;1233488732,2110589581,999449295,1317246282,91967910,1065570213;0
=251922791,450464832;539104534,84862551;333022558,391156728,157341083,89260440,1253628317,1230203500;0
=946659924,1830047080;889755601,1659828358;1829190136,366119292,1923506267,1884793239,1639856267,673342034;0
=396397781,327303312;318626001,1626293938;1860866754,386561859,408919248,2043723277,986707061,132977803;0
=881548391,294582920;2049738923,476824513;2137455263,1289457532,1277320456,1726300346,137906526,1663378686;0
=1699329143,1586553361;1749441603,1257910129;1528739154,1283166702,2034812417,999609834,1347307129,1073557672;1
