6;1;11
+552508695,374027796;1069041569,1412353346
=3464709,1439214361;927651948,1207449465;289514251,2027306932,312757449,352650224,1340825149,1472130239;0
=2099303492,1865345153;986522311,243000973;298604826,595355624,2102502634,1049637272,1685853832,1270199436;0
=577922522,1508904358;1762105797,1533517286;651730131,1526441507,1193687998,1864125116,1977590799,639689892;0
=1273823337,1530558509;246299881,1590298058;1536846692,716756703,788541017,1490740409,1907533007,1406709480;0
=37628476,1650272068;1864756403,761393925;1673172175,1927656090,1764690968,712537570,1608466192,1723599019;0
=1875532985,1387153226;804481673,2100159254;1977714893,613410451,2094013707,1721390028,797946800,565604131;0
=1303242020,1771742536;1528456692,140996425;1450130495,895533991,1758968975,677325116,598821791,1932811046;0
=48866348,2113945768;1544178674,947834163;85002411,762203178,1225455521,517964108,1709878064,1434768209;0
=1683817104,1365888507;1129171215,625859336;363871691,1281404501,1582358931,1489625382,246897709,171981951;1
+1213893964,1075959465;355274803,1170528338
=284472949,602425837;1378014087,2047471921;227343556,2038914416,531055937,1137920614,1767464738,1025727501;0
=1889382082,944971090;903770411,1965324072;182430906,650940089,1222174230,105403427,2021682294,286547897;0
=1353744524,1971551737;1845417279,965622108;713723777,1984974716,2102531622,1271824852,169551035,41451776;0
=99481384,5913897;26718540,1739565283;1691892451,6464592,1802130408,58760773,1043513834,1440954083;0
=638301488,1853776030;1559200220,895177741;1992314258,1597907755,785714725,380937607,1557308018,1627165410;0
=1307674481,1591033531;1593483015,244641730;339768309,522412687,205001057,1966129980,794082394,76628370;0
=1846683671,281746059;1018591077,1793098211;1416896448,1676402505,821114187,554036907,2058012879,635839295;0
=595937694,1569828989;341365636,1326472963;426972162,617601529,896508152,1683184282,553384606,1390140918;1
+1398962664,533961795;766700698,1307669819
=1961576846,2048025402;91931321,1455647666;1258462001,441326665,365006352,772115486,763797330,1350746885;0
=1046676273,965900002;1854743218,429241006;855195099,2111490513,697850261,386450560,1853954300,24272395;0
=1481336184,1245244836;400597335,2044954759;763963946,1138206439,422108952,217025369,115614681,2123637398;0
=1841811328,1883179150;1957726885,115085515;497472195,1348678386,2122664618,1647389660,1921727242,1071618781;0
=458654918,1546932598;1091835928,443633093;653562093,612644450,88650550,1053514701,549797894,1822660674;0
=538657005,463459907;1071966265,1995413676;1902714317,448373089,99431097,686330015,1688881811,361061967;1
