5;1;10
+1844377430,794569048;2241953484,1203703114
=728329732,1119585817;2465215448,599626360;807794543,3732924536,2910193005,2022395661,1169766983;0
=3304057627,2270329793;3212505172,1279944940;3318625601,893642870,3525113465,568392891,1601736476;0
=2950208804,3689874577;187838074,930402755;1782126413,1554192393,3596425161,3978261135,3084078572;0
=3305760062,1954854153;2072328232,1852297307;2356651757,3207937537,2805312289,3977602322,1217806454;0
=1481110579,1864298327;2026453124,1849382196;2139598163,3144216980,2986378040,3099315653,2075390608;1
+2375149473,1977580764;2490360263,3757087058
=1480814288,802524646;752167326,2380695058;2618397197,3129001777,3793524841,2217870717,2636946487;0
=2057595210,595792598;1929324464,3167229453;2327802611,2861098327,998049665,678216133,3308686781;0
=1379523021,1834132340;3412540340,1305730604;1947148201,2220064426,590978394,511607328,1599729550;0
=1970834009,1999217745;2814516644,2974456457;3252586031,3799699813,2539141875,845209106,1772056925;0
=2178455860,3827021361;2455377669,1151369528;2227069950,2492153428,925384933,2810210893,2343644194;0
=2581347822,4095161911;2742208066,1816744052;380296414,2337201582,3118021983,2749355101,962540134;0
=1425106335,3163173679;1507467672,1848675522;939539024,1046941840,2904904683,1978637710,3576882770;0
=2086643957,2665749918;1634241789,2382427732;2127943079,994753354,3360251206,1575869930,2018258439;0
=2243417504,2344824747;3251494083,2360441570;3497944842,1828859354,2524784978,2419013416,2251023868;0
=2177295264,125669411;2908529753,843429863;3796303722,2657867833,3418874688,2080381582,1953434612;1
