5;1;10
+1720272341,1353571646;532768238,1078895173
=1624310350,1691314526;1030916175,2047212464;1516248546,191070405,233856115,1463715307,1609045135;0
=346186183,993862980;1036418826,1243467891;506176169,2005239261,179120697,2086687840,963102670;0
=635356048,378741370;2077607208,1403327232;1720383787,814008003,83354515,205962694,190573443;0
=75058963,292872255;718850885,1648584172;1304531848,40793407,710023186,31829061,1779962330;0
=785014526,590102764;165229248,560798151;1504508849,628060399,598092171,885366183,1108700382;1
+1404519774,772646727;586742712,340842294
=1703361901,1617821109;1800939872,1533526508;1532169801,848685372,6897024,503652069,500628925;0
=1105654726,1664530191;876617448,258652248;1275577552,1214343018,1505804930,2135138114,445815682;0
=1077051133,400146757;478941772,1485296805;1974998053,178424399,2034355244,2140228090,1364144001;0
=187019940,806619881;543297249,706935593;1038078874,98918370,372343243,1944687302,1245791070;0
=203567360,105237387;1193448013,1092021586;664462632,1549320264,2007446999,183052747,349522776;0
=906348444,71318776;406575602,1425747598;1769440546,528955536,153782366,269637638,1650264922;0
=1065586912,799932889;1111444190,946511189;1696390189,2072445785,945337040,233101585,673336988;0
=1792427208,887391030;1273225693,217407272;1868509188,2072848387,520799535,1772726554,1409901814;0
=844611599,632484296;1007651819,535307871;532183566,1997713585,1010714674,442315934,334302894;0
=38057800,2098435957;403590689,1909579439;153556321,52712467,716861186,1836488550,1008259028;1
